Date,Open,High,Low,Close,Volume
20050117,0.8212,0.8254,0.8206,0.8222,1
20050118,0.8212,0.8254,0.8149,0.8179,19683
20050119,0.8167,0.8217,0.8122,0.8144,23624
20050120,0.8144,0.8146,0.8086,0.8101,22046
20050121,0.8105,0.8206,0.8094,0.8185,21890
20050124,0.8181,0.8235,0.815,0.8167,18986
20050125,0.816,0.8185,0.8058,0.8085,27099
20050126,0.8087,0.8144,0.8072,0.8103,20288
20050127,0.8112,0.8121,0.8045,0.8072,20062
20050128,0.8075,0.8081,0.8019,0.8061,17607
20050131,0.8062,0.8089,0.8032,0.8059,15281
20050201,0.8059,0.8098,0.8039,0.8083,17004
20050202,0.8084,0.8125,0.8053,0.808,19783
20050203,0.8076,0.808,0.8026,0.8054,16921
20050204,0.8058,0.8083,0.7997,0.8008,22443
20050207,0.8002,0.8008,0.7946,0.7962,16193
20050208,0.7957,0.803,0.7953,0.8013,17841
20050209,0.8017,0.8025,0.7985,0.8001,14189
20050210,0.8013,0.8073,0.7962,0.8059,23593
20050211,0.8053,0.809,0.804,0.8081,12094
20050214,0.8084,0.8136,0.8072,0.81,17862
20050215,0.8113,0.814,0.8084,0.8121,18207
20050216,0.8125,0.8134,0.8031,0.8088,29247
20050217,0.8083,0.8159,0.8078,0.8134,22918
20050218,0.8134,0.814,0.8106,0.8124,10750
20050222,0.8116,0.8172,0.8088,0.8166,31674
20050223,0.8158,0.8158,0.802,0.8079,30856
20050224,0.801,0.8075,0.8001,0.8057,27582
20050225,0.807,0.8076,0.8029,0.8065,19096
20050228,0.807,0.8146,0.8067,0.8108,21301
20050301,0.8096,0.8112,0.8033,0.8058,21952
20050302,0.8062,0.808,0.8026,0.8068,14344
20050303,0.8069,0.8075,0.8003,0.8046,23222
20050304,0.8039,0.8138,0.803,0.8125,34520
20050307,0.8123,0.8145,0.8096,0.8133,20673
20050308,0.8138,0.8248,0.813,0.8239,20502
20050309,0.8246,0.8336,0.8239,0.8311,13849
20050310,0.8289,0.8337,0.8287,0.8309,8753
20050311,0.8313,0.8326,0.8262,0.8309,26538
20050314,0.8313,0.8319,0.8272,0.83,15395
20050315,0.8292,0.8357,0.828,0.8298,25305
20050316,0.8288,0.834,0.8285,0.8314,18400
20050317,0.8308,0.8355,0.8274,0.8321,23243
20050318,0.8331,0.8341,0.8286,0.8316,17501
20050321,0.8322,0.8324,0.8245,0.8272,17479
20050322,0.8263,0.8353,0.8255,0.8284,29920
20050323,0.8282,0.8288,0.8217,0.8234,24965
20050324,0.8233,0.8257,0.8206,0.8223,13649
20050328,0.8221,0.8225,0.8158,0.819,14579
20050329,0.8211,0.8284,0.8208,0.8265,19514
20050330,0.8267,0.8301,0.8213,0.8224,19208
20050331,0.8223,0.8281,0.8221,0.8269,19173
20050401,0.8273,0.8295,0.8211,0.8228,27748
20050404,0.8234,0.8235,0.8187,0.8195,14982
20050405,0.8185,0.8225,0.8167,0.8206,16200
20050406,0.821,0.8227,0.8169,0.8193,21011
20050407,0.8188,0.8218,0.8177,0.8183,19064
20050408,0.8183,0.8186,0.8122,0.8152,24654
20050411,0.8145,0.8175,0.8092,0.8103,20247
20050412,0.8111,0.8131,0.8055,0.8092,27016
20050413,0.8085,0.8113,0.8078,0.8084,18635
20050414,0.8083,0.8086,0.8032,0.806,19669
20050415,0.8056,0.8072,0.8018,0.8026,23755
20050418,0.803,0.8055,0.8006,0.8018,19112
20050419,0.8017,0.809,0.8011,0.8059,21473
20050420,0.8092,0.8097,0.8036,0.8074,33745
20050421,0.8062,0.8098,0.8045,0.808,23415
20050422,0.8074,0.8125,0.8067,0.8102,19962
20050425,0.8118,0.8118,0.8048,0.8081,19002
20050426,0.8089,0.8089,0.801,0.804,23701
20050427,0.8044,0.8055,0.7996,0.8009,23251
20050428,0.8002,0.8014,0.7981,0.799,20006
20050429,0.7994,0.803,0.7929,0.7948,29276
20050502,0.7947,0.7983,0.7907,0.7973,18566
20050503,0.7974,0.7998,0.7955,0.7972,16881
20050504,0.7985,0.804,0.7978,0.8029,25800
20050505,0.8028,0.8049,0.8014,0.8039,15494
20050506,0.8034,0.808,0.8019,0.8063,32910
20050509,0.8057,0.809,0.8044,0.8079,13631
20050510,0.8086,0.8096,0.8076,0.8088,12973
20050511,0.8087,0.8092,0.8005,0.8018,39818
20050512,0.8018,0.8023,0.7988,0.7999,18776
20050513,0.7994,0.8003,0.7905,0.7911,21988
20050516,0.7906,0.7909,0.7857,0.7879,22083
20050517,0.7879,0.792,0.7858,0.7902,20709
20050518,0.7908,0.7946,0.7898,0.7935,18906
20050519,0.794,0.7952,0.791,0.7945,15464
20050520,0.7945,0.7967,0.7889,0.7902,23080
20050523,0.7901,0.7963,0.7897,0.7954,18075
20050524,0.7951,0.7957,0.7913,0.7934,19048
20050525,0.7938,0.7953,0.79,0.7917,29060
20050526,0.7915,0.7917,0.788,0.7889,16814
20050527,0.79,0.7993,0.7896,0.7975,20083
20050531,0.7963,0.7998,0.7919,0.7976,35830
20050601,0.7973,0.8036,0.7955,0.8021,30129
20050602,0.8018,0.8029,0.7992,0.8021,17894
20050603,0.8015,0.805,0.7995,0.8029,27140
20050606,0.8025,0.8042,0.8007,0.8033,27005
20050607,0.8038,0.8048,0.7993,0.8032,20308
20050608,0.8025,0.8046,0.7978,0.7995,23262
20050609,0.7989,0.8001,0.795,0.7955,10547
20050610,0.7976,0.8047,0.7962,0.8015,30945
20050613,0.8011,0.8017,0.796,0.7976,15184
20050614,0.7976,0.8006,0.796,0.8001,21307
20050615,0.7999,0.8114,0.7994,0.8101,32763
20050616,0.8097,0.8115,0.8067,0.8104,25157
20050617,0.8104,0.8155,0.8088,0.8155,20162
20050620,0.8141,0.816,0.8101,0.8119,17243
20050621,0.8114,0.8152,0.8063,0.8138,26526
20050622,0.8128,0.8136,0.809,0.812,19718
20050623,0.8117,0.8148,0.8093,0.8123,20343
20050624,0.8129,0.8166,0.8115,0.813,16931
20050627,0.8123,0.8161,0.8097,0.8137,20333
20050628,0.8146,0.8155,0.8108,0.8139,16924
20050629,0.8133,0.819,0.8113,0.8154,18858
20050630,0.8161,0.8186,0.8118,0.8163,18885
20050701,0.8176,0.8179,0.8056,0.8072,27160
20050705,0.805,0.8091,0.8027,0.8061,22969
20050706,0.8061,0.8111,0.8051,0.8095,20199
20050707,0.8112,0.8165,0.8093,0.8156,23073
20050708,0.8161,0.823,0.814,0.8213,38241
20050711,0.8212,0.8273,0.821,0.8243,17110
20050712,0.8233,0.8332,0.8233,0.8319,26084
20050713,0.8318,0.833,0.829,0.8301,16801
20050714,0.8291,0.8333,0.8256,0.8282,21277
20050715,0.8261,0.8288,0.8196,0.8204,22476
20050718,0.8208,0.8262,0.8193,0.8233,17313
20050719,0.823,0.8232,0.8185,0.8218,18548
20050720,0.821,0.8249,0.8178,0.8201,31763
20050721,0.82,0.827,0.8176,0.8228,27766
